,Human,Nose_x,Nose_y,Neck_x,Neck_y,RShoulder_x,RShoulder_y,RElbow_x,RElbow_y,RWrist_x,RWrist_y,LShoulder_x,LShoulder_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y,RHip_x,RHip_y,RKnee_x,RKnee_y,RAnkle_x,RAnkle_y,LHip_x,LHip_y,LKnee_x,LKnee_y,LAnkle_x,LAnkle_y,REye_x,REye_y,LEye_x,LEye_y,REar_x,REar_y,LEar_x,LEar_y,Head & Neck_x_PCM,Head & Neck_y_PCM,Trunk_x_PCM,Trunk_y_PCM,R Upper Arm_x_PCM,R Upper Arm_y_PCM,L Upper Arm_x_PCM,L Upper Arm_y_PCM,R Forearm_x_PCM,R Forearm_y_PCM,L Forearm_x_PCM,L Forearm_y_PCM,R Hand_x_PCM,R Hand_y_PCM,L Hand_x_PCM,L Hand_y_PCM,R Thigh_x_PCM,R Thigh_y_PCM,L Thigh_x_PCM,L Thigh_y_PCM,R Shank_x_PCM,R Shank_y_PCM,L Shank_x_PCM,L Shank_y_PCM,R Foot_x_PCM,R Foot_y_PCM,L Foot_x_PCM,L Foot_y_PCM,TCM_x,TCM_y,Head & Neck_L,Trunk_L,R Upper Arm_L,L Upper Arm_L,R Forearm_L,L Forearm_L,R Hand_L,L Hand_L,R Thigh_L,L Thigh_L,R Shank_L,L Shank_L,R Foot_L,L Foot_L,Head & Neck_R,Trunk_R,R Upper Arm_R,L Upper Arm_R,R Forearm_R,L Forearm_R,R Hand_R,L Hand_R,R Thigh_R,L Thigh_R,R Shank_R,L Shank_R,R Foot_R,L Foot_R,D1,D2,D3
0,1004_142_Person1,nan,nan,0.2962962962962963,0.43478260869565216,nan,nan,nan,nan,nan,nan,0.2777777777777778,0.43478260869565216,nan,nan,nan,nan,0.2962962962962963,0.5,nan,nan,nan,nan,0.2777777777777778,0.5,0.2777777777777778,0.5652173913043478,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2962962962962963,0.43478260869565216,,,,,,,,,,,nan,nan,nan,nan,,,0.2777777777777778,0.5267065217391305,,,,,nan,nan,nan,nan,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0,1004_143_Person1,nan,nan,0.2962962962962963,0.43478260869565216,nan,nan,nan,nan,nan,nan,0.2777777777777778,0.43478260869565216,nan,nan,nan,nan,0.2962962962962963,0.5217391304347826,nan,nan,nan,nan,0.2777777777777778,0.5217391304347826,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2962962962962963,0.43478260869565216,,,,,,,,,,,nan,nan,nan,nan,,,,,,,,,nan,nan,nan,nan,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0,1004_144_Person1,nan,nan,0.2962962962962963,0.43478260869565216,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2962962962962963,0.5217391304347826,0.2777777777777778,0.5869565217391305,0.2777777777777778,0.6521739130434783,0.2777777777777778,0.5217391304347826,0.2777777777777778,0.5869565217391305,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2962962962962963,0.43478260869565216,,,,,,,,,,,nan,nan,nan,nan,0.28871296296296295,0.5484456521739131,0.2777777777777778,0.5484456521739131,0.2777777777777778,0.6156195652173914,,,0.2777777777777778,0.6521739130434783,nan,nan,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0,1004_167_Person1,nan,nan,0.2777777777777778,0.41304347826086957,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2962962962962963,0.5,0.2777777777777778,0.5652173913043478,0.2777777777777778,0.6304347826086957,0.2777777777777778,0.5,0.2962962962962963,0.5652173913043478,0.2777777777777778,0.6304347826086957,nan,nan,nan,nan,nan,nan,nan,nan,0.2777777777777778,0.41304347826086957,,,,,,,,,,,nan,nan,nan,nan,0.28871296296296295,0.5267065217391305,0.2853611111111111,0.5267065217391305,0.2777777777777778,0.5938804347826087,0.2881574074074074,0.5938804347826087,0.2777777777777778,0.6304347826086957,0.2777777777777778,0.6304347826086957,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0,1004_168_Person1,nan,nan,0.2777777777777778,0.41304347826086957,0.2962962962962963,0.41304347826086957,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2962962962962963,0.5,0.2962962962962963,0.5434782608695652,0.2777777777777778,0.6086956521739131,0.2777777777777778,0.5,0.2777777777777778,0.5434782608695652,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2777777777777778,0.41304347826086957,,,,,,,,,,,nan,nan,nan,nan,0.2962962962962963,0.517804347826087,0.2777777777777778,0.517804347826087,0.2881574074074074,0.5721413043478261,,,0.2777777777777778,0.6086956521739131,nan,nan,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0,1004_169_Person1,nan,nan,0.2962962962962963,0.41304347826086957,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2777777777777778,0.5,nan,nan,nan,nan,0.2777777777777778,0.5,0.2962962962962963,0.5652173913043478,0.2962962962962963,0.6086956521739131,nan,nan,nan,nan,nan,nan,nan,nan,0.2962962962962963,0.41304347826086957,,,,,,,,,,,nan,nan,nan,nan,,,0.2853611111111111,0.5267065217391305,,,0.2962962962962963,0.5843260869565218,nan,nan,0.2962962962962963,0.6086956521739131,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0,1004_170_Person1,nan,nan,0.2777777777777778,0.41304347826086957,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2777777777777778,0.5,0.2777777777777778,0.5434782608695652,0.2777777777777778,0.6086956521739131,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2777777777777778,0.41304347826086957,,,,,,,,,,,nan,nan,nan,nan,0.2777777777777778,0.517804347826087,,,0.2777777777777778,0.5721413043478261,,,0.2777777777777778,0.6086956521739131,nan,nan,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0,1004_171_Person1,nan,nan,0.2777777777777778,0.41304347826086957,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2777777777777778,0.5,0.2777777777777778,0.5434782608695652,0.2777777777777778,0.6086956521739131,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2777777777777778,0.41304347826086957,,,,,,,,,,,nan,nan,nan,nan,0.2777777777777778,0.517804347826087,,,0.2777777777777778,0.5721413043478261,,,0.2777777777777778,0.6086956521739131,nan,nan,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0,1004_172_Person1,nan,nan,0.2777777777777778,0.41304347826086957,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2777777777777778,0.5,0.2777777777777778,0.5652173913043478,0.2777777777777778,0.6086956521739131,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2777777777777778,0.41304347826086957,,,,,,,,,,,nan,nan,nan,nan,0.2777777777777778,0.5267065217391305,,,0.2777777777777778,0.5843260869565218,,,0.2777777777777778,0.6086956521739131,nan,nan,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0,1004_173_Person1,nan,nan,0.2777777777777778,0.41304347826086957,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2777777777777778,0.5,0.2777777777777778,0.5652173913043478,0.2777777777777778,0.6086956521739131,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2777777777777778,0.41304347826086957,,,,,,,,,,,nan,nan,nan,nan,0.2777777777777778,0.5267065217391305,,,0.2777777777777778,0.5843260869565218,,,0.2777777777777778,0.6086956521739131,nan,nan,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
