Human,V_title,Frame,Nose_x,Nose_y,Neck_x,Neck_y,RShoulder_x,RShoulder_y,RElbow_x,RElbow_y,RWrist_x,RWrist_y,LShoulder_x,LShoulder_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y,RHip_x,RHip_y,RKnee_x,RKnee_y,RAnkle_x,RAnkle_y,LHip_x,LHip_y,LKnee_x,LKnee_y,LAnkle_x,LAnkle_y,REye_x,REye_y,LEye_x,LEye_y,REar_x,REar_y,LEar_x,LEar_y,Head & Neck_x_PCM,Head & Neck_y_PCM,Trunk_x_PCM,Trunk_y_PCM,R Upper Arm_x_PCM,R Upper Arm_y_PCM,L Upper Arm_x_PCM,L Upper Arm_y_PCM,R Forearm_x_PCM,R Forearm_y_PCM,L Forearm_x_PCM,L Forearm_y_PCM,R Hand_x_PCM,R Hand_y_PCM,L Hand_x_PCM,L Hand_y_PCM,R Thigh_x_PCM,R Thigh_y_PCM,L Thigh_x_PCM,L Thigh_y_PCM,R Shank_x_PCM,R Shank_y_PCM,L Shank_x_PCM,L Shank_y_PCM,R Foot_x_PCM,R Foot_y_PCM,L Foot_x_PCM,L Foot_y_PCM,TCM_x,TCM_y,Head & Neck_L,Trunk_L,R Upper Arm_L,L Upper Arm_L,R Forearm_L,L Forearm_L,R Hand_L,L Hand_L,R Thigh_L,L Thigh_L,R Shank_L,L Shank_L,R Foot_L,L Foot_L,Head & Neck_R,Trunk_R,R Upper Arm_R,L Upper Arm_R,R Forearm_R,L Forearm_R,R Hand_R,L Hand_R,R Thigh_R,L Thigh_R,R Shank_R,L Shank_R,R Foot_R,L Foot_R,D1,D2,D3
P1,2001,281,nan,nan,0.75625,0.37777777777777777,0.771875,0.37777777777777777,0.775,0.3888888888888889,nan,nan,0.74375,0.375,0.7328125,0.4083333333333333,0.7328125,0.4027777777777778,0.7609375,0.4638888888888889,0.7546875,0.5166666666666667,0.765625,0.5694444444444444,0.74375,0.4638888888888889,0.75625,0.5194444444444445,0.771875,0.5777777777777777,nan,nan,nan,nan,0.7671875,0.35,0.75625,0.37777777777777777,1.1390359375,0.6215472222222223,0.77367875,0.3841911111111111,0.737436875,0.39424,nan,nan,0.7328125,0.4057922222222222,nan,nan,0.7328125,0.4027777777777778,0.758378125,0.48550138888888894,0.74886875,0.4866388888888889,0.75949453125,0.5398625,0.7631171875,0.5450819444444445,0.765625,0.5694444444444444,0.771875,0.5777777777777777,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,nan,nan,nan
P1,2001,283,nan,nan,0.7546875,0.36944444444444446,0.7671875,0.36666666666666664,0.7671875,0.3888888888888889,nan,nan,0.740625,0.37222222222222223,0.7375,0.4222222222222222,0.7359375,0.44722222222222224,0.75625,0.46111111111111114,0.7484375,0.5166666666666667,0.740625,0.5861111111111111,0.740625,0.4666666666666667,0.7453125,0.5166666666666667,0.7546875,0.5583333333333333,nan,nan,nan,nan,0.759375,0.3388888888888889,0.7546875,0.36944444444444446,1.1327859375,0.6138361111111111,0.7671875,0.37949333333333335,0.73882125,0.40108222222222223,nan,nan,0.7367853125,0.43365722222222225,nan,nan,0.7359375,0.44722222222222224,0.75305078125,0.48386111111111113,0.74254453125,0.4871416666666667,0.74500390625,0.5471875,0.7494328125,0.5349791666666667,0.740625,0.5861111111111111,0.7546875,0.5583333333333333,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,nan,nan,nan
P1,2001,285,0.75,0.34444444444444444,0.7484375,0.36944444444444446,0.7375,0.36944444444444446,0.734375,0.4111111111111111,nan,nan,0.7609375,0.36666666666666664,nan,nan,nan,nan,0.7375,0.4583333333333333,0.7390625,0.5083333333333333,0.740625,0.5861111111111111,0.7484375,0.45555555555555555,0.74375,0.5027777777777778,nan,nan,0.7484375,0.3388888888888889,0.753125,0.3388888888888889,0.74375,0.3416666666666667,0.7484375,0.36944444444444446,1.1152750000000002,0.6102444444444445,0.73569625,0.3934944444444444,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.73813984375,0.47880833333333334,0.74651796875,0.47489305555555555,0.73974921875,0.5425166666666666,nan,nan,0.740625,0.5861111111111111,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,nan,nan,nan
P1,2001,287,nan,nan,0.7453125,0.36666666666666664,0.759375,0.3638888888888889,0.7609375,0.39444444444444443,nan,nan,0.734375,0.36666666666666664,0.7328125,0.40555555555555556,nan,nan,0.7515625,0.45,nan,nan,nan,nan,0.7375,0.4527777777777778,nan,nan,nan,nan,nan,nan,nan,nan,0.7515625,0.3388888888888889,0.7453125,0.36666666666666664,1.12386875,0.6028930555555555,0.7602768750000001,0.38152555555555556,0.733473125,0.3891133333333333,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,nan,nan,nan
P1,2001,289,nan,nan,0.740625,0.37222222222222223,0.75625,0.375,nan,nan,nan,nan,0.7265625,0.36944444444444446,0.7234375,0.40555555555555556,0.71875,0.4083333333333333,0.7421875,0.4583333333333333,0.7328125,0.5,0.7375,0.5861111111111111,0.728125,0.4527777777777778,0.7296875,0.49166666666666664,0.7390625,0.5861111111111111,nan,nan,nan,nan,0.7484375,0.3416666666666667,0.740625,0.37222222222222223,1.1138070312500001,0.6135972222222222,nan,nan,0.72475875,0.3902877777777778,nan,nan,0.7212934375,0.4068261111111111,nan,nan,0.71875,0.4083333333333333,0.7383484375,0.47539583333333335,0.7287648437500001,0.46870277777777775,0.73487265625,0.5378458333333334,0.7338078125,0.533175,0.7375,0.5861111111111111,0.7390625,0.5861111111111111,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,nan,nan,nan
P1,2001,291,nan,nan,0.734375,0.37222222222222223,0.7265625,0.37222222222222223,0.725,0.4111111111111111,nan,nan,nan,nan,nan,nan,nan,nan,0.725,0.45555555555555555,0.728125,0.5027777777777778,0.7375,0.5833333333333334,0.73125,0.45555555555555555,0.7296875,0.5027777777777778,0.7375,0.5833333333333334,nan,nan,nan,nan,0.7359375,0.34444444444444444,0.734375,0.37222222222222223,nan,nan,0.725660625,0.3946688888888889,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.7262796875,0.47489305555555555,0.73061015625,0.47489305555555555,0.7322453125,0.5381819444444444,0.73312109375,0.5381819444444444,0.7375,0.5833333333333334,0.7375,0.5833333333333334,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,nan,nan,nan
P1,2001,293,nan,nan,0.7328125,0.37222222222222223,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.7265625,0.45,0.725,0.49722222222222223,0.7359375,0.5833333333333334,0.728125,0.44722222222222224,0.7265625,0.5,0.7375,0.5833333333333334,nan,nan,nan,nan,nan,nan,0.7328125,0.37222222222222223,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.72592265625,0.4693375,0.72748515625,0.4688347222222222,0.72980703125,0.5350680555555556,0.73136953125,0.536625,0.7359375,0.5833333333333334,0.7375,0.5833333333333334,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,nan,nan,nan
P1,2001,295,nan,nan,0.728125,0.36944444444444446,0.725,0.36944444444444446,0.715625,0.3861111111111111,nan,nan,0.7296875,0.36944444444444446,0.7375,0.3888888888888889,nan,nan,0.715625,0.40555555555555556,0.7140625,0.4444444444444444,0.715625,0.48055555555555557,0.728125,0.40555555555555556,0.7265625,0.44722222222222224,0.721875,0.48333333333333334,nan,nan,nan,nan,0.7296875,0.35,0.728125,0.36944444444444446,1.08546640625,0.5775125000000001,0.71958875,0.3790644444444445,0.7341968750000001,0.38066777777777777,nan,nan,nan,nan,nan,nan,nan,nan,0.71498515625,0.4214805555555555,0.72748515625,0.42261805555555554,0.71474921875,0.46031527777777775,0.72450234375,0.4630930555555556,0.715625,0.48055555555555557,0.721875,0.48333333333333334,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,nan,nan,nan
P1,2001,297,nan,nan,0.7203125,0.37222222222222223,0.7265625,0.37222222222222223,0.7296875,0.39166666666666666,nan,nan,0.7140625,0.36944444444444446,nan,nan,nan,nan,0.71875,0.45555555555555555,0.7109375,0.5166666666666667,0.7234375,0.5555555555555556,0.71875,0.45555555555555555,0.7125,0.5222222222222223,0.725,0.5583333333333333,nan,nan,nan,nan,0.7234375,0.3472222222222222,0.7203125,0.37222222222222223,1.08123671875,0.6114180555555556,0.72836625,0.38344555555555554,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.71555078125,0.48058055555555557,0.716190625,0.4828555555555556,0.71643125,0.5337583333333333,0.71799375,0.5380930555555555,0.7234375,0.5555555555555556,0.725,0.5583333333333333,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,nan,nan,nan
P1,2001,301,nan,nan,0.7109375,0.36666666666666664,0.7078125,0.36666666666666664,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.7046875,0.45555555555555555,0.7046875,0.5222222222222223,0.7,0.5583333333333333,0.7140625,0.4527777777777778,0.7109375,0.5222222222222223,0.7046875,0.5638888888888889,nan,nan,nan,nan,0.7125,0.34444444444444444,0.7109375,0.36666666666666664,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.7046875,0.4828555555555556,0.7127828125,0.4812152777777778,0.70262734375,0.5380930555555555,0.708190625,0.5405347222222222,0.7,0.5583333333333333,0.7046875,0.5638888888888889,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,nan,nan,nan
P1,2001,303,0.7046875,0.3527777777777778,0.70625,0.36944444444444446,0.696875,0.37777777777777777,0.6875,0.3888888888888889,nan,nan,0.7125,0.375,nan,nan,nan,nan,0.6875,0.4638888888888889,0.6875,0.525,0.6875,0.5666666666666667,0.70625,0.4583333333333333,0.7078125,0.5305555555555556,0.7046875,0.5722222222222222,0.7046875,0.3472222222222222,nan,nan,0.703125,0.3527777777777778,0.70625,0.36944444444444446,1.0477375,0.62035,0.69146375,0.3841911111111111,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6875,0.4889138888888889,0.70688984375,0.48790833333333333,0.6875,0.5433125,0.7064390625,0.5488680555555555,0.6875,0.5666666666666667,0.7046875,0.5722222222222222,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,nan,nan,nan
P1,2001,305,0.703125,0.3472222222222222,0.7,0.36666666666666664,0.69375,0.36666666666666664,0.6921875,0.39166666666666666,nan,nan,0.70625,0.36944444444444446,0.7109375,0.3861111111111111,nan,nan,0.69375,0.4444444444444444,0.703125,0.5166666666666667,0.7046875,0.5611111111111111,0.70625,0.4444444444444444,0.70625,0.5138888888888888,0.709375,0.5638888888888889,0.7015625,0.3416666666666667,0.703125,0.3416666666666667,0.6953125,0.3388888888888889,0.7,0.36666666666666664,1.046875,0.6010736111111111,0.6928481249999999,0.38109666666666664,0.708955625,0.3790644444444445,nan,nan,nan,nan,nan,nan,nan,nan,0.6975890625,0.47401944444444444,0.70625,0.4728819444444444,0.70381171875,0.5362,0.7076234375,0.5358638888888888,0.7046875,0.5611111111111111,0.709375,0.5638888888888889,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,nan,nan,nan
P1,2001,307,0.696875,0.34444444444444444,0.6890625,0.36666666666666664,0.6921875,0.36944444444444446,0.7,0.3861111111111111,0.7046875,0.37777777777777777,0.684375,0.36666666666666664,nan,nan,nan,nan,0.696875,0.44722222222222224,0.7,0.4888888888888889,0.7046875,0.5388888888888889,0.6921875,0.44722222222222224,0.6953125,0.48333333333333334,0.709375,0.5527777777777778,0.6953125,0.3388888888888889,0.696875,0.33611111111111114,0.690625,0.3416666666666667,0.6890625,0.36666666666666664,1.03807890625,0.6036597222222223,0.696696875,0.3790644444444445,nan,nan,0.7021440624999999,0.38229944444444447,nan,nan,0.7046875,0.37777777777777777,nan,nan,0.6981546875,0.4642847222222222,0.6934671875,0.46200972222222225,0.70206015625,0.5108638888888889,0.70149296875,0.5138541666666667,0.7046875,0.5388888888888889,0.709375,0.5527777777777778,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,nan,nan,nan
P1,2001,309,0.6875,0.35,0.684375,0.3638888888888889,0.68125,0.36666666666666664,0.678125,0.39166666666666666,0.675,0.3972222222222222,nan,nan,nan,nan,nan,nan,0.684375,0.4527777777777778,0.6921875,0.5027777777777778,0.7,0.5472222222222223,0.6875,0.45,0.6921875,0.5027777777777778,0.7046875,0.5583333333333333,0.6875,0.3472222222222222,0.6875,0.34444444444444444,0.6859375,0.3472222222222222,0.684375,0.3638888888888889,nan,nan,0.67944625,0.38109666666666664,nan,nan,0.676695625,0.39420777777777777,nan,nan,0.675,0.3972222222222222,nan,nan,0.6875742187499999,0.4732527777777778,0.68941953125,0.4716125,0.6956210937499999,0.5223111111111112,0.69768125,0.5271944444444444,0.7,0.5472222222222223,0.7046875,0.5583333333333333,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,nan,nan,nan
P1,2001,311,nan,nan,0.68125,0.36666666666666664,0.6765625,0.36666666666666664,0.671875,0.3888888888888889,nan,nan,nan,nan,nan,nan,nan,nan,0.6765625,0.44166666666666665,nan,nan,nan,nan,0.6828125,0.4388888888888889,nan,nan,nan,nan,nan,nan,nan,nan,0.6828125,0.3472222222222222,0.68125,0.36666666666666664,nan,nan,0.673856875,0.37949333333333335,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,nan,nan,nan
P1,2001,313,nan,nan,0.6734375,0.36944444444444446,0.66875,0.36944444444444446,0.6671875,0.4361111111111111,0.6765625,0.46944444444444444,nan,nan,nan,nan,nan,nan,0.6671875,0.46111111111111114,0.671875,0.49722222222222223,0.6890625,0.5333333333333333,0.6703125,0.46111111111111114,0.66875,0.5055555555555555,0.6890625,0.5361111111111111,nan,nan,nan,nan,0.675,0.3472222222222222,0.6734375,0.36944444444444446,nan,nan,0.667848125,0.4079244444444444,nan,nan,0.671475625,0.4513577777777778,nan,nan,0.6765625,0.46944444444444444,nan,nan,0.66910703125,0.47589861111111115,0.6696726562499999,0.47931111111111113,0.67942890625,0.5130930555555555,0.67767734375,0.5189847222222223,0.6890625,0.5333333333333333,0.6890625,0.5361111111111111,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,nan,nan,nan
P1,2001,315,0.68125,0.35833333333333334,0.66875,0.37222222222222223,0.6625,0.36944444444444446,nan,nan,nan,nan,0.6765625,0.375,nan,nan,nan,nan,0.659375,0.41944444444444445,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6796875,0.3527777777777778,nan,nan,0.671875,0.3527777777777778,0.66875,0.37222222222222223,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,nan,nan,nan
P1,2001,317,0.66875,0.35,0.6578125,0.36666666666666664,0.653125,0.36666666666666664,0.6609375,0.39444444444444443,nan,nan,0.6609375,0.36666666666666664,0.6703125,0.3861111111111111,nan,nan,0.653125,0.4222222222222222,nan,nan,nan,nan,0.6578125,0.4222222222222222,nan,nan,nan,nan,0.6671875,0.34444444444444444,nan,nan,0.6625,0.34444444444444444,0.6578125,0.36666666666666664,0.9829203124999999,0.5859166666666666,0.657634375,0.3827,0.6663487499999999,0.37789,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,nan,nan,nan
P1,2001,323,0.6296875,0.35555555555555557,0.6375,0.37222222222222223,0.6296875,0.375,0.625,0.39444444444444443,0.628125,0.38333333333333336,0.640625,0.36944444444444446,0.646875,0.39444444444444443,0.6328125,0.3861111111111111,0.6328125,0.4527777777777778,nan,nan,nan,nan,0.6390625,0.44722222222222224,nan,nan,nan,nan,0.6296875,0.35,0.63125,0.35,nan,nan,0.6375,0.37222222222222223,0.95101015625,0.6100055555555556,0.626981875,0.3862233333333333,0.6442325,0.38387444444444446,0.6264293750000001,0.3893622222222222,0.6404428125,0.3906327777777778,0.628125,0.38333333333333336,0.6328125,0.3861111111111111,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,nan,nan,nan
P1,2001,327,0.6375,0.3472222222222222,0.6296875,0.3638888888888889,nan,nan,nan,nan,nan,nan,0.628125,0.3638888888888889,0.6375,0.3861111111111111,nan,nan,0.628125,0.4222222222222222,0.6296875,0.45,nan,nan,0.628125,0.4166666666666667,nan,nan,nan,nan,0.6375,0.34444444444444444,nan,nan,0.634375,0.34444444444444444,0.6296875,0.3638888888888889,nan,nan,nan,nan,0.63353625,0.3767155555555556,nan,nan,nan,nan,nan,nan,nan,nan,0.62876484375,0.43359722222222224,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,nan,nan,nan
P1,2001,329,0.6296875,0.3472222222222222,0.6234375,0.3611111111111111,0.625,0.3611111111111111,0.628125,0.3861111111111111,0.628125,0.4111111111111111,0.6203125,0.35833333333333334,0.6328125,0.37777777777777777,nan,nan,0.621875,0.4222222222222222,0.6234375,0.45555555555555555,nan,nan,0.621875,0.41388888888888886,0.6203125,0.4527777777777778,nan,nan,0.6296875,0.3416666666666667,nan,nan,0.6265625,0.3416666666666667,0.6234375,0.3611111111111111,0.93414609375,0.5785888888888888,0.62680375,0.3755411111111111,0.6275275,0.36955666666666664,0.628125,0.3975461111111111,nan,nan,0.628125,0.4111111111111111,nan,nan,0.62251484375,0.4358722222222222,0.62123515625,0.4298138888888889,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,nan,nan,nan
P1,2001,331,0.6296875,0.3388888888888889,0.621875,0.35555555555555557,0.6171875,0.35833333333333334,0.6203125,0.38333333333333336,0.6265625,0.39166666666666666,0.6265625,0.35555555555555557,0.63125,0.38055555555555554,0.634375,0.38333333333333336,0.6171875,0.4027777777777778,0.61875,0.44166666666666665,0.6203125,0.46944444444444444,0.621875,0.4027777777777778,0.6203125,0.4388888888888889,0.61875,0.46944444444444444,0.628125,0.33611111111111114,nan,nan,0.6234375,0.3388888888888889,0.621875,0.35555555555555557,0.92945859375,0.5654430555555556,0.61899125,0.37276333333333334,0.629268125,0.36998555555555557,0.6231712500000001,0.387145,0.632679375,0.3818261111111111,0.6265625,0.39166666666666666,0.634375,0.38333333333333336,0.61782734375,0.41870277777777776,0.62123515625,0.4175652777777778,0.6194367187500001,0.453875,0.61962578125,0.45231805555555554,0.6203125,0.46944444444444444,0.61875,0.46944444444444444,0,0,0.7550429702812499,0.47824692813888897,0.17215359236620684,0.16595130761506427,0.16028010456871897,0.15578775114384869,0.15493021951927105,0.15352312376547642,0.1495781869344259,0.14692444924643988,0.13777897639176948,0.1378771972393115,0.13501771491696085,0.13657692875180868,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.042734618573100194,85.67078941770465,0.13473047028124985
P1,3012,1,0.4953125,0.39166666666666666,0.5015625,0.4083333333333333,0.49375,0.4083333333333333,0.4921875,0.42777777777777776,0.49375,0.4222222222222222,0.5078125,0.4111111111111111,0.50625,0.4361111111111111,0.5,0.4361111111111111,0.496875,0.4583333333333333,0.496875,0.4888888888888889,0.4984375,0.525,0.5015625,0.46111111111111114,0.4984375,0.4888888888888889,0.5,0.525,0.4953125,0.3888888888888889,0.496875,0.3888888888888889,nan,nan,0.5015625,0.4083333333333333,0.74765625,0.6462138888888889,0.492848125,0.41955666666666663,0.506910625,0.4255411111111111,0.49290218750000003,0.42523666666666665,0.50339125,0.4361111111111111,0.49375,0.4222222222222222,0.5,0.4361111111111111,0.496875,0.4708458333333333,0.5002828125,0.4724861111111111,0.49756171875,0.5047597222222222,0.49912421875,0.5047597222222222,0.4984375,0.525,0.5,0.525,0,0,0.60706777565625,0.5429477018333333,0.1681412387117966,0.1543235638928617,0.16398069800763357,0.14887202252034695,0.1655764467157482,0.15125331633099717,0.13168571391012746,0.12793695370528266,0.115973696526124,0.11449949023620791,0.11010293724624746,0.10856163495947968,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.1344239406425295,86.95999841206336,0.10863027565625007
P1,3012,3,0.4953125,0.39166666666666666,0.4984375,0.4083333333333333,0.490625,0.40555555555555556,0.4875,0.4222222222222222,0.490625,0.42777777777777776,0.50625,0.4083333333333333,0.509375,0.4305555555555556,0.503125,0.4361111111111111,0.49375,0.4527777777777778,0.49375,0.4888888888888889,0.496875,0.5222222222222223,0.5015625,0.4527777777777778,0.4984375,0.4888888888888889,0.4984375,0.5222222222222223,0.4953125,0.3888888888888889,0.496875,0.3888888888888889,0.49375,0.39166666666666666,0.4984375,0.4083333333333333,0.74408671875,0.6396527777777778,0.48882125,0.4151755555555556,0.50805375,0.42116000000000003,0.488929375,0.4247633333333333,0.50651625,0.4330966666666667,0.490625,0.42777777777777776,0.503125,0.4361111111111111,0.49375,0.4675652777777778,0.5002828125,0.4675652777777778,0.49512343750000004,0.5035388888888889,0.4984375,0.5035388888888889,0.496875,0.5222222222222223,0.4984375,0.5222222222222223,0,0,0.6045870731875002,0.5384930216666666,0.16914172538538372,0.1519398580328835,0.16220710575812639,0.14396623912556694,0.15888744240678457,0.14414093070502695,0.1315887595729174,0.12613533862773668,0.11490900285083089,0.11175653576473714,0.10893406090342321,0.10738934212690655,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.12451653206387567,85.59879490289478,0.10771207318750015
P1,3012,5,0.4953125,0.39166666666666666,0.5,0.4083333333333333,0.490625,0.4083333333333333,0.4875,0.425,0.490625,0.42777777777777776,0.5078125,0.4083333333333333,0.5109375,0.43333333333333335,0.5046875,0.4527777777777778,0.49375,0.45555555555555555,0.4953125,0.49166666666666664,0.4984375,0.5305555555555556,0.5015625,0.4583333333333333,0.5,0.49444444444444446,0.5,0.5305555555555556,0.4953125,0.3888888888888889,0.496875,0.3888888888888889,0.49375,0.39166666666666666,0.5,0.4083333333333333,0.74453125,0.6436277777777778,0.48882125,0.41795333333333334,0.50961625,0.4227633333333333,0.488929375,0.42627055555555554,0.50807875,0.4422272222222222,0.490625,0.42777777777777776,0.5046875,0.4527777777777778,0.49438984375,0.47034305555555556,0.50092265625,0.4731208333333333,0.4966859375,0.5087583333333333,0.5,0.5103152777777777,0.4984375,0.5305555555555556,0.5,0.5305555555555556,0,0,0.6053252202187499,0.5425410363611112,0.17057335906427218,0.15331961754108345,0.1645199607675077,0.1397130533525689,0.16225518801842603,0.1348532288168354,0.13236013820128267,0.12537567527900623,0.11377066745654392,0.1101449115047965,0.10755759612273837,0.1060049704696365,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.09410896513339279,82.27667023017958,0.10688772021874993
P1,3012,7,0.496875,0.39166666666666666,0.4984375,0.4111111111111111,0.490625,0.4111111111111111,0.484375,0.425,0.4859375,0.425,0.50625,0.4083333333333333,0.5109375,0.43333333333333335,0.509375,0.44722222222222224,0.4953125,0.45555555555555555,0.4953125,0.49444444444444446,0.4984375,0.5305555555555556,0.503125,0.4583333333333333,0.5,0.49722222222222223,0.5015625,0.5305555555555556,0.4953125,0.3888888888888889,0.4984375,0.3888888888888889,0.49375,0.39166666666666666,0.4984375,0.4111111111111111,0.7450968749999999,0.6452083333333334,0.4870175,0.41912777777777777,0.508955625,0.4227633333333333,0.48508968750000003,0.425,0.5102228125,0.4396861111111111,0.4859375,0.425,0.509375,0.44722222222222224,0.4953125,0.47148055555555557,0.5018453125,0.47425833333333334,0.4966859375,0.5103152777777777,0.50068671875,0.5118722222222223,0.4984375,0.5305555555555556,0.5015625,0.5305555555555556,0,0,0.6056807870781249,0.5437969400833336,0.1721144262697189,0.15493511849142927,0.169277660282225,0.14124903404923267,0.16867473958313195,0.1363872455719023,0.131950059733707,0.12496969076378323,0.11402148457769418,0.1097403389579352,0.10805765538606506,0.1049569052911494,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.20904532438075152,82.32852810694243,0.10724328707812492
